scientific_name,common_names,family,duration,habit,size_category,bloom_color,fragrant,bloom_months,az_native,native_habitat,ecological_plant_groups,water_use,light_requirement,calcium_carbonate_tolerance,drought_tolerance,soil_type,watering,heat_tolerance,yard_uses,wildlife_attraction,toxic_humans,toxic_pets,toxic_part,nursery,prices,Price_category,Sizes Available,shoping_notes,images,page_link-href
Gaillardia arizonica,Arizona Blanketflower,Asteraceae (Aster Family),Annual–Perennial,Herb,Small,Yellow,No,"Feb , Mar , Apr , May , Jun , Jul",Y,Lower mesas; desert plains,Shrubland & Chaparral Species,Low,Sun,High,High,"well-drained, sandy, loamy, calcareous tolerated",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Wildflower Border, Pollinator Patch","Native Bees, Butterflies",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",Often by seed or mixed flats,../image_archive/320x240/EPS/EPS_IMG18000.JPG,https://www.wildflower.org/plants/result.php?id_plant=GAAR2
Gaillardia pinnatifida,"Red Dome Blanketflower, Yellow Gaillardia, Blanket Flower",Asteraceae (Aster Family),Perennial,Herb,Small,Yellow,No,"Apr , May , Jun",Y,Mesas; plains; open forests,Shrubland & Chaparral Species,Low,Sun,High,High,"well-drained, sand, loam, slightly alkaline, open",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Wildflower Border, Pollinator Patch","Native Bees, Butterflies, Pollinators",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$5-15,Budget ($3-15),"4"", 1 gal",Common,../image_archive/320x240/PCD2412/PCD2412_IMG0010.JPG,https://www.wildflower.org/plants/result.php?id_plant=GAPI
Gaillardia pulchella,"Indian Blanket, Firewheel, Girasol Rojo",Asteraceae (Aster Family),Annual,Herb,Small,"Red , Yellow , Brown",No,"May , Jun , Jul , Aug",Y,"Dry plains & open areas, Widespread in calcareous and sandy-calcareous prairies in the western two-thirds of the state. Well-drained sand, loam, calcareous soils",Transition Zone Species,Low,"Sun, Part Shade",High,High,"sandy, calcareous, disturbed, well-drained, open, grassland, field",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Meadow, Pollinator Patch","Butterflies, Native Bees, Pollinators",Not toxic,Not toxic (mild GI upset rare),None,Most garden centers,SEED-$6 SMALL-$10,Budget ($3-15),"4"", 1 gal, seed packs",Widely available retail/seed,../image_archive/320x240/EWA/EWA_IMG04004.JPG,https://www.wildflower.org/plants/result.php?id_plant=GAPU
Geum triflorum,"Old Man's Whiskers, Prairie Smoke, Purple Avens",Rosaceae (Rose Family),Perennial,Herb,Small,"Red , Pink , Purple",No,"Apr , May",N,"Dry, open woods; prairies; open slopes; mt. meadows",Grassland & Prairie Species,"Low, Medium","Sun, Part Shade, Shade",High,High,"thin, limestone, loam, clay, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Rock Garden, Wildflower Border","Butterflies, Native Bees",Not toxic,Not toxic,None,Online wildflower nurseries,SEED-$8 SMALL-$19,Budget ($3-15),"1 gal, seed",Rare at local shops,../image_archive/320x240/PCD3982/PCD3982_IMG0038.JPG,https://www.wildflower.org/plants/result.php?id_plant=GETR
Glandularia bipinnatifida,"Prairie Verbena, Purple Prairie Verbena, Dakota Mock Vervain, Dakota Vervain",Verbenaceae (Verbena Family),Perennial/Annual,Herb,Small,"Pink , Purple",Slight,"Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec",Y,"Prairie, Plains, Meadows, Pastures, Savannas",Grassland & Prairie Species,Low,"Sun, Part Shade",High,High,"sandy, gravelly, caliche, clay, loam, slightly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Ground Cover, Wildflower Border, Pollinator Garden","Birds, Butterflies, Native Bees, Pollinators",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$6-11,Budget ($3-15),"4"", 1 gal",Common groundcover,../image_archive/320x240/RWS/RWS_IMG1205.JPG,https://www.wildflower.org/plants/result.php?id_plant=GLBIB
Glandularia gooddingii,"Southwestern Mock Vervain, Pink Verbena, Southwestern Vervain, Goodding's Verbena, Mojave Verbena",Verbenaceae (Verbena Family),Perennial,Herb,Small,"Pink , Purple",No,"Apr , May , Jun",Y,Washes; dry slopes; mesas; pinyon forests,Medium Drought Tolerance Species,Low,Sun,High,High,"well-drained, rocky, sandy, calcareous", WEEKLY WATERING,Heat Lovers,"Ground Cover, Wildflower Area","Butterflies, Native Bees, Pollinators",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$6-11,Budget ($3-15),"4"", 1 gal",Variable retail supply,../image_archive/320x240/CBR/CBR_IMG12074.JPG,https://www.wildflower.org/plants/result.php?id_plant=GLGO
Heliomeris multiflora,"Showy Goldeneye, Showy False Goldeneye",Asteraceae (Aster Family),Perennial,Herb,Medium,Yellow,No,"Jul , Aug , Sep",Y,"Dry slopes, plains & mt. clearings",Shrubland & Chaparral Species,Low,Sun,Medium,High,"dry, sandy, loamy, well-drained, slope",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Wildflower Border, Pollinator Area","Native Bees, Butterflies, Pollinators",Not toxic,Not toxic,None,Spadefoot,SMALL-$7-14,Budget ($3-15),"4"", 1 gal",Seasonal availability,../image_archive/320x240/ETL/ETL_IMG1126.JPG,https://www.wildflower.org/plants/result.php?id_plant=HEMUM
Hesperocyparis arizonica,"Arizona Cypress, Cedro Blanco",Cupressaceae (Cypress Family),Perennial,Tree,Extra Large,Not Applicable,Yes,"Apr , May",Y,"Hot, dry canyons & stream banks from 3000 to 7000 ft.",Grassland & Prairie Species,Low,Sun,High,High,"sandy, loamy, clay, well-drained, slightly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Privacy Screen, Windbreak, Foundation Plant","Wildlife Cover, Birds, Mammals",Not toxic,Not toxic,None,"Civano, Harlow, DS",MEDIUM-$17-90,Moderate ($16-40),"1–5 gal, #15 box",Price increases rapidly with size,../image_archive/320x240/EPS/EPS_IMG1934.JPG,https://www.wildflower.org/plants/result.php?id_plant=HEAR22
Hesperostipa comata,Needle And Thread,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,White,No,"Jun , Jul",Y,Prairie/Meadow/Field,Riparian & Moist Site Species,Low,Sun,Medium,High,"dry, sandy, loamy, alkaline-tolerated", WEEKLY WATERING,Heat Sensitive,"Ornamental Grass, Ground Cover, Erosion Control","Birds, Small Mammals, Skipper Larvae",Not toxic,Not toxic,Seeds can stick in skin/eyes,"Spadefoot, DS, Civano (sometimes)",SMALL-$7-14,Budget ($3-15),"4"", 1 gal",Sometimes only seed flats,../image_archive/320x240/EWA/EWA_IMG05348.JPG,https://www.wildflower.org/plants/result.php?id_plant=HECOC8
Heuchera rubescens,"Pink Alumroot, Alumroot",Saxifragaceae (Saxifrage Family),Perennial,Herb,Small,Pink,No,"Jun , Jul , Aug , Sep",Y,"Shady, rocky areas in pine forests",Riparian & Moist Site Species,Low,"Shade, Part Shade",Medium,Medium,"rocky, moist, well-drained, sandy, granitic", WEEKLY WATERING,Heat Sensitive,"Rock Garden, Shade Border","Hummingbirds, Native Bees, Butterflies",Not toxic,Not toxic,None,Not found/Online only,SMALL-$14-24,Budget ($3-15),1 gal,Not in most Tucson retail,,https://www.wildflower.org/plants/result.php?id_plant=HERUV
Heuchera sanguinea,"Coralbells, New Mexican Coralbells, Arizona Coralbells",Saxifragaceae (Saxifrage Family),Perennial,Herb,Small,"Red , Pink",No,"Jul , Aug , Sep",Y,"Moist, shady, foothill woodlands",Shrubland & Chaparral Species,Medium,"Shade, Part Shade",Medium,Medium,"rocky, moist, humus-rich, circumneutral",DEEP WATERING EVERY 2-3 WEEKS,Heat Sensitive,"Shade Garden, Perennial Border, Pollinator Garden","Hummingbirds, Butterflies, Native Bees",Not toxic,Not toxic,None,"Spadefoot, large garden centers",SMALL-$10-17,Budget ($3-15),"4"", 1 gal","""Coral bells,"" common",,https://www.wildflower.org/plants/result.php?id_plant=HESA3
Hibiscus coulteri,"Desert Rosemallow, Desert Rose-mallow, Coulter Hibiscus",Malvaceae (Mallow Family),Perennial,Herb/Shrub,Medium,Yellow,No,"Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov",Y,"Rocky slopes; steep, canyon walls",Desert Plants,Low,"Sun, Part Shade",Medium,High,"dry, rocky, well-drained",RAINFALL ONLY,Heat Tolerant,"Perennial/Cottage Border, Seasonal Color","Deer Browse, Bees, Pollinators",Not toxic,Not toxic,None,"Spadefoot, DS",SMALL-$10-17,Budget ($3-15),"4"", 1 gal",May be seasonal,../image_archive/320x240/EWA/EWA_IMG18237.JPG,https://www.wildflower.org/plants/result.php?id_plant=HICO
Hibiscus denudatus,"Paleface, Rock Hibiscus",Malvaceae (Mallow Family),Perennial,Shrub,Medium,"Pink , Purple",No,"May , Jun , Jul , Aug , Sep , Oct , Nov",Y,Sandy washes; low deserts; rocky slopes & canyons,Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"shallow, rocky, sandy, dry, calcareous",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Xeriscape Accent, Small Shrub, Wildlife Garden","Native Bees, Butterflies, Pollinators",Not toxic,Not toxic,None,"Spadefoot, specialty*",SMALL-$11-22,Budget ($3-15),1 gal,Not always found local,../image_archive/320x240/BIBE/BIBE_IMG07669.JPG,https://www.wildflower.org/plants/result.php?id_plant=HIDE
Hilaria belangeri,Curly-mesquite,Poaceae (Grass Family),Perennial,Grass/Grass-like,Small–Medium,White,No,"Jul , Aug , Sep , Oct , Nov",Y,"Dry hillsides, swales, rocky slopes, plains, mesas",Shrubland & Chaparral Species,Low,Sun,High,High,"dry, rocky, limestone-based, caliche, sandy, loam, clay",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Lawn Alternative, Ground Cover, Prairie Grass","Birds, Small Mammals, Forage, Insects",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",SMALL-$6-13,Budget ($3-15),"4"", 1 gal","Often called ""curly mesquite""",../image_archive/320x240/BIBE/BIBE_IMG07718.JPG,https://www.wildflower.org/plants/result.php?id_plant=HIBEB
Holodiscus dumosus,"Rockspirea, Glandular Oceanspray, Bush Rockspirea, Cream Bush",Rosaceae (Rose Family),Perennial,Shrub,Large,"White , Pink",Yes (slight),"Jun , Jul , Aug",Y,"Dry, rocky cliffs & hillsides",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"dry, rocky, volcanic, pumice, ash, calcareous, acidic",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Slope Stabilization, Screening Shrub, Large Accent","Wildlife Browse (Deer, Elk), Pollinators, Birds",Not toxic,Not toxic,None,Online only,SEED-$15 SMALL-$24,Budget ($3-15),"1 gal, seed",Not available at Tucson nurseries,../image_archive/320x240/DEW/DEW_00059.JPG,https://www.wildflower.org/plants/result.php?id_plant=HODU
Ipomopsis aggregata,"Scarlet Gilia, Scarlet Standing-cypress, Skyrocket, Skunkflower",Polemoniaceae (Phlox Family),Perennial/Biennial,Herb,Medium,Red,No,"Aug , Sep , Oct",Y,"Hillsides, Slopes",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"sandy, loamy, igneous, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Hummingbird Garden, Wildflower Area","Hummingbirds, Bees, Butterflies, Moths",Not toxic*,Not toxic*,None,"Spadefoot, seed suppliers",SEED-$7 SMALL-$12,Budget ($3-15),"4"" pot, seed","Usually seed, rarely plant",../image_archive/320x240/EWA/EWA_IMG00974.JPG,https://www.wildflower.org/plants/result.php?id_plant=IPAG
Juglans major,"Arizona Walnut, Arizona Black Walnut, River Walnut, Mountain Walnut, Nogal Silvestre",Juglandaceae (Walnut Family),Perennial,Tree,Extra Large,Brown,Yes (slight),"Apr , May",Y,Dry stream banks; canyons; 3500 to 7000 ft.,Mountain & High Elevation Species,Medium,"Sun, Part Shade",Medium,Medium,"dry, rocky, sandy, clay, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Sensitive,"Large Shade Tree, Wildlife Shelter","Birds, Squirrels, Forage Wildlife",Generally not toxic,"Low risk, avoid rotten nuts/shells",Husks (can be toxic to horses),"Spadefoot, rare retail",MEDIUM-$32-60,Moderate ($16-40),"1 gal, 5 gal",Usually special order,../image_archive/320x240/EPS/EPS_IMG21417.JPG,https://www.wildflower.org/plants/result.php?id_plant=JUMA
Juniperus deppeana,"Alligator Juniper, Checkerbark Juniper, Western Juniper, Oakbark Cedar, Thickbark Cedar, Mountain Cedar, Tascate, Tacate, Tlascal",Cupressaceae (Cypress Family),Perennial,Tree,Extra Large,"White , Brown",Yes,"Jan , Feb , Mar",Y,"Open, rocky hills & slopes; shrub oak areas in mts.",Mountain & High Elevation Species,Low,"Sun, Part Shade",High,High,"rocky, limestone, sandy loam, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Privacy Screen, Windbreak, Wildlife Shelter","Birds, Small Mammals, Wildlife",Not toxic,Not toxic*,Berries (mild GI upset),"Spadefoot, Civano",MEDIUM-$26-95,Moderate ($16-40),"1 gal, 5 gal, #15",Large trees may be special order,../image_archive/320x240/A_C/A_C_IMG4090.JPG,https://www.wildflower.org/plants/result.php?id_plant=JUDE2
Juniperus monosperma,"Oneseed Juniper, One-seed  Juniper, Cherrystone Juniper, New Mexico Juniper, West Texas Juniper",Cupressaceae (Cypress Family),Perennial,Tree/Shrub,Large–Extra Large,Orange,Yes,"Mar , Apr",Y,Steep slopes; rocky ledges; arroyos; dry plains & hills,Mountain & High Elevation Species,Low,"Sun, Part Shade",High,High,"gravelly, sandy, dry, rocky, saline-tolerant, alkaline-tolerant",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Privacy Screen, Windbreak, Wildlife Shelter","Birds, Small Mammals, Wildlife",Not toxic,Not toxic*,Berries (mild GI upset),"Spadefoot, Civano, DS",MEDIUM-$21-70,Moderate ($16-40),"1 gal, 5 gal, #15",Common as landscape tree,../image_archive/320x240/EPS/EPS_IMG12423.JPG,https://www.wildflower.org/plants/result.php?id_plant=JUMO
Juniperus scopulorum,"Rocky Mountain Juniper, Rocky Mountain Red Cedar, Mountain Red Cedar, Colorado Red Cedar, Western Red Cedar, River Juniper, Western Juniper, Cedro Rojo",Cupressaceae (Cypress Family),Perennial,Tree,Extra Large,Yellow,Yes,"Apr , May",Y,Rocky or sandy hillsides; mountains,Desert Plants,Low,"Sun, Part Shade",High,High,"well-drained, rocky, sandy, acidic, alkaline",RAINFALL ONLY,Heat Tolerant,"Privacy Screen, Windbreak, Wildlife Shelter","Birds, Butterflies, Olive Butterfly Larvae, Wildlife",Not toxic,Not toxic*,Berries (GI upset in high doses),"Spadefoot, Civano, DS",MEDIUM-$23-90,Moderate ($16-40),"1 gal, 5 gal, #15",,../image_archive/320x240/A_C/A_C_IMG0176.JPG,https://www.wildflower.org/plants/result.php?id_plant=JUSC2
Justicia californica,"Beloperone, Hummingbird Bush, Chuparosa",Acanthaceae (Acanthus Family),Perennial,Shrub,Medium,"Red , Orange , Yellow",No,"Mar , Apr , May , Jun",Y,"Rocky, desert washes; 1000 to 4000 ft.",Shrubland & Chaparral Species,Low,Sun,High,High,"dry, rocky, well-drained, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Pollinator/Hummingbird Garden, Border Accent","Hummingbirds, Bumble Bees, Moths",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$8-16,Budget ($3-15),"4"", 1 gal, 5 gal","“Chuparosa,” moderately available",../image_archive/320x240/JLR/JLR_IMG8340.JPG,https://www.wildflower.org/plants/result.php?id_plant=JUCA8
Koeleria macrantha,"Prairie Junegrass, Junegrass, Prairie Koeler's Grass",Poaceae (Grass Family),Perennial,Grass/Grass-like,Small–Medium,Yellow,No,"Apr , May , Jun",Y,"Dry, sandy prairies; open woods; rocky slopes",Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, rocky, well-drained, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Erosion Control Slope, Prairie Grass, Lawn Alternative","Birds, Native Bees, Skipper Larvae",Not toxic,Not toxic,None,"Spadefoot, DS",SMALL-$7-11,Budget ($3-15),"4"", 1 gal",Not always in stock,../image_archive/320x240/EPS/EPS_IMG26248.JPG,https://www.wildflower.org/plants/result.php?id_plant=KOMA
Krascheninnikovia lanata,Winterfat,Chenopodiaceae (Goosefoot Family),Perennial,Shrub,Medium,White,Slight (Crushed),"Mar , Apr , May , Jun",Y,Rolling plains; rocky mesas; scrubby flats,Shrubland & Chaparral Species,Low,Sun,High,High,"chalky, clay, saline, sand, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Erosion Control Slope, Restoration Slope, Wildlife Habitat","Wildlife Browse (Deer, Elk, Bighorn), Cover",Not toxic,Not toxic*,None,"Civano, DS, Spadefoot",SMALL-$9-17,Budget ($3-15),"1 gal, 5 gal",“Winterfat”,../image_archive/320x240/PCD0001/PCD0001_IMG0048.JPG,https://www.wildflower.org/plants/result.php?id_plant=KRLA2
Larrea tridentata,"Creosote Bush, Greasewood, Hediondilla, Governadora, Guamis",Zygophyllaceae (Creosote-Bush Family),Perennial,Shrub,Large,Yellow,Yes,"Mar , Apr , May , Jun , Jul , Aug , Sep",Y,Flat desert areas,Desert Plants,Low,"Sun, Part Shade",High,Very High,"loose, well-drained, sandy, caliche, loam",RAINFALL ONLY,Heat Lovers,"Desert Icon, Wildlife Habitat, Privacy Screen, Hedge","Native Insects, Native Bees, Bumble Bees, Honey Bees, Birds",Mildly toxic (unpalatable),Not toxic (unpalatable),All parts (NDGA; not eaten),"Civano, DS, Spadefoot",SMALL-$14-32,Budget ($3-15),"1–5 gal, #15","“Creosote bush,” locally ubiquitous",../image_archive/320x240/PCD1758/PCD1758_IMG0009.JPG,https://www.wildflower.org/plants/result.php?id_plant=LATR2
Lasthenia californica,California Goldfields,Asteraceae (Aster Family),Annual,Herb,Small,Yellow,No,"Mar , Apr , May",Y,Open mesas & grasslands,Medium Drought Tolerance Species,Low,Sun,Medium,Medium,"dry, clay, sand, well-drained, acidic, slightly basic", WEEKLY WATERING,Heat Tolerant,"Wildflower Area, Pollinator Patch, Meadow","Native Bees, Butterflies",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed pack,"Plants rare, seed more common",../image_archive/320x240/SCB/SCB_IMG0886.JPG,https://www.wildflower.org/plants/result.php?id_plant=LACA7
Layia glandulosa,"White-daisy Tidytips, White Tidytips",Asteraceae (Aster Family),Annual,Herb,Small,White,Yes (slight),"Mar , Apr , May , Jun",Y,Dry slopes; mesas,Medium Drought Tolerance Species,Low,Sun,Medium,Medium,"sandy, open, well-drained, desert", WEEKLY WATERING,Heat Tolerant,"Wildflower Area, Annual Border","Native Bees, Butterflies",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed pack,,../image_archive/320x240/EPS/EPS_IMG6419.JPG,https://www.wildflower.org/plants/result.php?id_plant=LAGL5
Leptochloa dubia,Green Sprangletop,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"May , Jun , Jul , Aug , Sep , Oct , Nov",Y,"Dry, open plateaus & hills; alluvial areas; hammocks",Medium Drought Tolerance Species,Medium,"Sun, Part Shade",High,Medium,"rocky, sandy, well-drained, alkaline-preferred", WEEKLY WATERING,Heat Tolerant,"Ground Cover, Erosion Control, Wildlife Planting","Sheep/Olive-clouded Skipper Larvae, Birds, Small Mammals",Not toxic,Not toxic,None,"DS, Spadefoot",SMALL-$7-14,Budget ($3-15),"4"", 1 gal",“Green sprangletop”,../image_archive/320x240/EPS/EPS_IMG6462.JPG,https://www.wildflower.org/plants/result.php?id_plant=LEDU
Lesquerella arizonica,Arizona Bladderpod,Brassicaceae (Mustard Family),Perennial,Herb,Small,Yellow,No,"Apr , May",Y,Unknown,Medium Drought Tolerance Species,Low,Sun,Medium,Medium,"rocky, sandy, well-drained, alkaline", WEEKLY WATERING,Heat Tolerant,"Ground Cover, Wildflower Border, Pollinator Patch",Native Bees,Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/SS500/SS500_IMG0238.JPG,https://www.wildflower.org/plants/result.php?id_plant=LEAR4
Lesquerella gordonii,Gordon's Bladderpod,Brassicaceae (Mustard Family),Annual/Perennial,Herb,Small,Yellow,No,"Feb , Mar",Y,Desert flats; plains; mesas,Medium Drought Tolerance Species,Low,Sun,Medium,Medium,"sandy, rocky, alkaline, well-drained", WEEKLY WATERING,Heat Tolerant,"Ground Cover, Wildflower Area",Native Bees,Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,As above,../image_archive/320x240/PCD3984/PCD3984_IMG0092.JPG,https://www.wildflower.org/plants/result.php?id_plant=LEGO
Linum lewisii,"Prairie Flax, Blue Flax",Linaceae (Flax Family),Perennial,Herb,Small,Blue,No,"Apr , May , Jun , Jul , Aug , Sep , Oct",Y,"Prairies; open, rocky woods; mesas; dry hillsides; coniferous forests; meadows",Grassland & Prairie Species,Low,"Sun, Part Shade",High,High,"sandy, rocky, dry, mesic, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Border, Pocket Prairie","Native Bees, Butterflies",Not toxic*,*Mild GI upset if large amt.,Seeds (cyanogenic potential if raw/large amt),"Spadefoot, DS, Civano, Seed",SEED-$5 SMALL-$12,Budget ($3-15),"4"", 1 gal, seed",“Blue flax”,../image_archive/320x240/EPS/EPS_IMG9907.JPG,https://www.wildflower.org/plants/result.php?id_plant=LILEL2
Linum neomexicanum,New Mexico Yellow Flax,Linaceae (Flax Family),Perennial,Herb,Small,Yellow,No,"Jun , Jul , Aug , Sep",Y,Pine forests; 4500 to 9000 ft.,Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"mesic, slightly acidic, basic, well-drained", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Pollinator Patch",Native Bees,Not toxic*,As above,As above,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,"Plants rare, seed more likely",../image_archive/320x240/PCD0125/PCD0125_IMG0019.JPG,https://www.wildflower.org/plants/result.php?id_plant=LINE
Lupinus palmeri,Bluebonnet Lupine,Fabaceae (Pea Family),Perennial,Herb,Medium,Blue,No,"Apr , May , Jun , Jul , Aug , Sep , Oct",Y,"Dry, stony ponderosa pine forests from 4000-8000 ft.",Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"gravelly, well-drained, acidic, slightly basic", WEEKLY WATERING,Heat Tolerant,"Wildflower Area, Pollinator Patch","Native Bees, Bumble Bees, Butterflies",Toxic,Toxic,"All parts, especially seeds","Spadefoot, seed",SEED-$5 SMALL-$12,Budget ($3-15),"4"", 1 gal, seed","Rare, usually seasonal",../image_archive/320x240/EWA/EWA_IMG03185.JPG,https://www.wildflower.org/plants/result.php?id_plant=LUPA3
Lupinus sparsiflorus,"Mojave Lupine, Sand Lupine",Fabaceae (Pea Family),Annual/Perennial,Herb,Small,"Blue , Purple",No,"Jan , Feb , Mar , Apr , May",Y,"Open fields, slopes, and deserts",Shrubland & Chaparral Species,Low,Sun,Medium,High,"sandy, gravelly, desert, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildflower Area, Pollinator Patch","Native Bees, Bumble Bees, Butterflies",Toxic,As above,As above,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,,../image_archive/320x240/EPS/EPS_IMG14425.JPG,https://www.wildflower.org/plants/result.php?id_plant=LUSP2
Lycium andersonii,"Water Jacket, Red-berry Desert-thorn, Anderson Wolfberry",Solanaceae (Potato Family),Perennial,Shrub,Medium–Large,"White , Purple",No,"Feb , Mar , Apr , May",Y,"Dry, stony hills, mesas & washes",Shrubland & Chaparral Species,Low,Sun,High,High,"dry, gravelly, sandy, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Wildlife Hedge, Security Barrier, Privacy Screen","Birds, Small Mammals, Pollinators",Mild GI upset if overripe berries,Mild GI upset,Berries (only if many/unripe),"Spadefoot, Civano, DS",SMALL-$8-18,Budget ($3-15),"1 gal, 5 gal","“Desert wolfberry,” common",../image_archive/320x240/SAW/SAW_02109.JPG,https://www.wildflower.org/plants/result.php?id_plant=LYAN
Mahonia haematocarpa,"Red Barberry, Red Oregon-grape, Algerita",Berberidaceae (Barberry Family),Perennial,Shrub,Large,Yellow,Yes,"Feb , Mar , Apr , May , Jun",Y,Grasslands; rocky slopes; mountain canyons,Medium Drought Tolerance Species,"Low, Medium","Sun, Part Shade",Medium,Medium,"dry, rocky, alkaline", WEEKLY WATERING,Heat Tolerant,"Shade Shrub, Wildlife Hedge, Foundation Plant","Birds, Native Bees, Pollinators",Not toxic,Not toxic*,"Fruit edible, foliage may upset GI if eaten","DS, Civano, Spadefoot, AZDM",MEDIUM-$18-29,Moderate ($16-40),"1 gal, 5 gal","“Red barberry,” shade shrub",../image_archive/320x240/EWA/EWA_IMG03010.JPG,https://www.wildflower.org/plants/result.php?id_plant=MAHA4
Mahonia repens,"Creeping Barberry, Creeping Oregon-grape",Berberidaceae (Barberry Family),Perennial,Shrub,Small,Yellow,Yes (slight),"Apr , May , Jun , Jul",Y,"Dry, open woods & hills at high elevations",Transition Zone Species,"Low, Medium","Shade, Part Shade",Medium,High,"rich, well-drained, sandy, loamy, chalky, granitic",DEEP WATERING EVERY 2-3 WEEKS,Heat Sensitive,"Shade Ground Cover, Slope Erosion","Birds, Native Bees, Pollinators",Not toxic (see above),Not toxic*,See above,"DS, Civano, Spadefoot, AZDM",MEDIUM-$16-27,Moderate ($16-40),"1 gal, 5 gal","“Creeping mahonia,” groundcover",../image_archive/320x240/EWA/EWA_IMG00335.JPG,https://www.wildflower.org/plants/result.php?id_plant=MARE11
Malacothrix glabrata,"Smooth Desertdandelion, Desert-dandelion",Asteraceae (Aster Family),Annual,Herb,Small,"White , Yellow",No,"Mar , Apr , May , Jun",Y,"Sandy desert, plains, and washes",Desert Plants,Low,Sun,High,High,"sandy, rocky, well-drained",RAINFALL ONLY,Heat Lovers,"Wildflower Area, Meadow","Native Bees, Bees",Not toxic,Not toxic,None,Not found/Seed,SEED-$4-7,Budget ($3-15),Seed only,Plants rare in trade,../image_archive/320x240/PCD1323/PCD1323_IMG0045.JPG,https://www.wildflower.org/plants/result.php?id_plant=MAGL3
Melampodium leucanthum,"Blackfoot Daisy, Rock Daisy, Plains Blackfoot, Arnica",Asteraceae (Aster Family),Perennial,Herb,Small,"White , Yellow",Yes,"Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov",Y,"Throughout, Prairie, Plains, Meadows, Pastures, Savannas, Dry calcalreous substrates",Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"dry, rocky, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Lawn Alternative, Ground Cover, Wildflower Border","Bees, Butterflies, Insects, Birds, Pollinators",Not toxic,Not toxic,None,"Spadefoot, DS, Civano",SMALL-$7-13,Budget ($3-15),"4""–1 gal","“Blackfoot daisy,” abundant local gardens",../image_archive/320x240/EPS/EPS_IMG6643.JPG,https://www.wildflower.org/plants/result.php?id_plant=MELE2
